Procedure Type,PROCEDURE NAME,Procedure End Goal,Procedure File Number,Step Number,EPRL,TEXT
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,23,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,23,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Action (What),"Select ""Vehicle Payload Release"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Trigger (How),"""Vehicle Payload Release"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Trigger (Where),Left Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Verification (How),turns gray
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,24,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Action (What),"Select ""Robotics"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Trigger (How),"""Robotics"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Trigger (Where),Left Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Verification (How),turns gray
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,25,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Action (What),"Select ""Manual Mode"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Trigger (How),"""Manual Mode"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Trigger (Where),Left Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Verification (How),button turns Blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,26,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Action (What),"Select ""Grab HC Focus"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Trigger (Where),Left Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Verification (How),button is Blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,27,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Action (What),Select Aercam
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Trigger (Where),Right Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Verification (How),button is Blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,28,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Action (What),Move EE and SRC out of SRV
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Trigger (Where),Right Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Verification (How),button is Blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
