Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
747 Airplane General,747,44728,0.669461805555556,1430,550,573,Action (What),Action,push-to-talk switchint
747 Airplane General,747,44728,0.669461805555556,1431,550,569,Action (Where),Action,push-to-talk switch
747 Airplane General,747,44728,0.669461805555556,1432,574,607,Verification (What),Verification,verify oxygen flow sound is heard
747 Airplane General,747,44728,0.669461805555556,1433,581,598,Verification (How),Verification,oxygen flow sound
747 Airplane General,747,44728,0.669461805555556,1434,608,644,Verification (Where),Verification,through the flight deck loudspeaker
747 Airplane General,747,44728,0.669461805555556,1435,645,676,Action (What),Action,emergency/test selectorrelease
747 Airplane General,747,44728,0.669461805555556,1436,645,668,Action (Where),Action,emergency/test selector
747 Airplane General,747,44728,0.669461805555556,1437,669,676,Action (How),Action,release
747 Airplane General,747,44728,0.669461805555556,1438,677,707,Action (What),Action,reset/test slide leverrelease
747 Airplane General,747,44728,0.669461805555556,1439,677,699,Action (Where),Action,reset/test slide lever
747 Airplane General,747,44728,0.669461805555556,1440,700,707,Action (How),Action,release
747 Airplane General,747,44728,0.669461805555556,1441,708,745,Verification (What),Verification,verify yellow cross no longer appears
747 Airplane General,747,44728,0.669461805555556,1442,715,727,Verification (How),Verification,yellow cross
747 Airplane General,747,44728,0.669461805555556,1443,746,764,Verification (Where),Verification,in flow indicator
747 Airplane General,747,44728,0.669461805555556,1444,765,785,Action (Where),Action,normal/100% selector
747 Airplane General,747,44728,0.669461805555556,1445,791,830,Action (What),Action,leave n/100% selector in 100% position
747 Airplane General,747,44728,0.669461805555556,1446,791,796,Action (How),Action,leave
747 Airplane General,747,44728,0.669461805555556,1447,831,863,Action (What),Action,crew oxygen pressurecheck eicas
747 Airplane General,747,44728,0.669461805555556,1448,852,857,Action (How),Action,check
747 Airplane General,747,44728,0.669461805555556,1449,858,863,Action (Where),Action,eicas
747 Airplane General,747,44728,0.669461805555556,1450,864,957,Verification (What),Verification,verify pressure decreases no more than 30 psi during test and pressureadequate for dispatch
747 Airplane General,747,44728,0.669461805555556,1451,871,909,Verification (How),Verification,pressure decreases no more than 30 psi
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1453,393,405,Actor,Actor,pilot flying
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1454,406,426,Action (What),Action,brief taxi clearance
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1455,427,449,Action (What),Action,release parking brake
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1456,450,492,Action (What),Action,call for  flaps as requiredfor takeoff
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1457,450,454,Action (Where),Action,call
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1458,459,465,Action (How),Action,flaps
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1459,493,521,Action (What),Action,accomplish takeoff briefing
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1460,522,558,Action (What),Action,call for  before takeoffchecklist
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1461,522,526,Action (Where),Action,call
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1462,531,558,Action (How),Action,before takeoffchecklist
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1463,559,575,Actor,Actor,pilot not flying
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1464,576,597,Action (What),Action,obtain taxi clearance
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1465,598,637,Action (What),Action,position flap lever to takeoff setting
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1466,607,617,Action (Where),Action,flap lever
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1467,638,663,Action (What),Action,notify flight attendants
Before Takeoff Procedure Manual 747,747,44722,0.87853587962963,1468,664,700,Action (What),Action,accomplish before takeoffchecklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1470,331,343,Actor,Actor,pilot flying
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1471,344,364,Action (What),Action,review all messages
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1472,365,383,Action (What),Action,verify vref speed
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1473,384,444,Action (What),Action,verify correct arrival and approach procedures are selected
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1474,445,487,Action (What),Action,set approach dh or mda on pfd as required
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1475,468,474,Action (Where),Action,on pfd
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1476,488,512,Action (What),Action,complete approach brief
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1477,513,533,Trigger (What),Trigger,at transition level
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1478,534,553,Action (What),Action,set all altimeters
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1479,554,605,Action (What),Action,set a utobrakes selector to desiredbrake setting *
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1480,693,723,Action (What),Action,call for  approach checklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1481,693,697,Action (Where),Action,call
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1482,702,723,Action (How),Action,approach checklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1483,724,778,Action (What),Action,call for  flaps according toflap extension schedule
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1484,724,728,Action (Where),Action,call
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1485,733,739,Action (How),Action,flaps
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1486,779,815,Trigger (What),Trigger,when on localizer intercept heading:
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1487,816,847,Action (What),Action,verify ils tuned and identified
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1488,848,868,Action (What),Action,loc and g/s pointers
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1489,869,892,Action (What),Action,displayedarm app mode
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1490,893,929,Action (What),Action,call for  gear down  and  flaps20
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1491,893,897,Action (Where),Action,call
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1492,902,929,Action (How),Action,gear down  and  flaps20
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1493,930,963,Action (What),Action,position speedbrake lever to arm
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1494,964,987,Trigger (What),Trigger,a t glideslope capture
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1495,988,1030,Action (What),Action,call for  flaps  as required for landing
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1496,988,992,Action (Where),Action,call
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1497,997,1005,Action (How),Action,flaps
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1498,1031,1067,Action (What),Action,setmissed approach altitude on mcp
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1499,1060,1067,Action (Where),Action,on mcp
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1500,1068,1093,Trigger (What),Trigger,at final approach fix/om
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1501,1094,1119,Action (What),Action,verify crossing altitude
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1502,1120,1148,Action (What),Action,call for  landing checklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1503,1120,1124,Action (Where),Action,call
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1504,1129,1148,Action (How),Action,landing checklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1505,1149,1198,Action (What),Action,monitor approach progress verify autoland status
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1506,1368,1384,Actor,Actor,pilot not flying
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1507,1385,1416,Action (What),Action,recall and review all messages
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1508,1417,1435,Action (What),Action,select vref speed
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1509,1581,1611,Action (What),Action,accomplish approach checklist
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1510,1612,1627,Trigger (What),Trigger,at 10000 feet
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1511,1628,1671,Action (What),Action,position inboardlanding light switches on
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1512,1637,1667,Action (Where),Action,inboardlanding light switches
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1513,1672,1704,Action (What),Action,position flap lever as directed
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1514,1681,1691,Action (Where),Action,flap lever
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1515,1705,1751,Action (What),Action,set transponder selector to desiredtcas mode
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1516,1752,1804,Action (What),Action,position landing gear lever dn andflap lever to 20
Approach And Landing Procedure Manual 747,747,44722,0.878479166666667,1517,1805,1837,Action (What),Action,position flap lever as directed
737 Descent And Approach,737,44818,0.725555555555556,2,397,409,Actor,Actor,pilot flying
737 Descent And Approach,737,44818,0.725555555555556,3,410,426,Actor,Actor,pilot monitoring
737 Descent And Approach,737,44818,0.725555555555556,4,427,442,Trigger (What),Trigger,during descent
737 Descent And Approach,737,44818,0.725555555555556,5,443,491,Action (What),Action,position both centertank fuel pump switches off
737 Descent And Approach,737,44818,0.725555555555556,6,443,451,Action (How),Action,position
737 Descent And Approach,737,44818,0.725555555555556,7,457,487,Action (Where),Action,centertank fuel pump switches
737 Descent And Approach,737,44818,0.725555555555556,8,492,549,Trigger (What),Trigger,whenone center tank fuel low pressurelight illuminates
737 Descent And Approach,737,44818,0.725555555555556,9,518,536,Trigger (How),Trigger,low pressurelight
737 Descent And Approach,737,44818,0.725555555555556,10,550,691,Decide (What),Decide,if established in level flight for anextended period of time with usablefuel in the center tank and the centertank fuel pump switches off
737 Descent And Approach,737,44818,0.725555555555556,11,696,754,Action (What),Action,center tank fuel pump switches may bepositioned on again
737 Descent And Approach,737,44818,0.725555555555556,12,696,726,Action (Where),Action,center tank fuel pump switches
737 Descent And Approach,737,44818,0.725555555555556,13,734,744,Action (How),Action,positioned
737 Descent And Approach,737,44818,0.725555555555556,14,755,803,Action (What),Action,position both center tank fuel pumpswitches off
737 Descent And Approach,737,44818,0.725555555555556,15,755,763,Action (How),Action,position
737 Descent And Approach,737,44818,0.725555555555556,16,769,799,Action (Where),Action,center tank fuel pumpswitches
737 Descent And Approach,737,44818,0.725555555555556,17,804,834,Trigger (What),Trigger,when the center tank isempty
737 Descent And Approach,737,44818,0.725555555555556,18,835,889,Verification (What),Verification,verify that pressurization is set tolanding altitude
737 Descent And Approach,737,44818,0.725555555555556,19,890,927,Action (What),Action,review the system annunciator lights
737 Descent And Approach,737,44818,0.725555555555556,20,890,896,Action (How),Action,review
737 Descent And Approach,737,44818,0.725555555555556,21,901,927,Action (Where),Action,system annunciator lights
737 Descent And Approach,737,44818,0.725555555555556,22,928,976,Action (What),Action,recall and review the systemannunciator lights
737 Descent And Approach,737,44818,0.725555555555556,23,928,945,Action (How),Action,recall and review
737 Descent And Approach,737,44818,0.725555555555556,24,950,976,Action (Where),Action,systemannunciator lights
737 Descent And Approach,737,44818,0.725555555555556,25,977,1013,Verification (What),Verification,verify vref on the approachrefpage
737 Descent And Approach,737,44818,0.725555555555556,26,984,988,Verification (How),Verification,vref
737 Descent And Approach,737,44818,0.725555555555556,27,996,1013,Verification (Where),Verification,approachrefpage
737 Descent And Approach,737,44818,0.725555555555556,28,1014,1069,Action (What),Action,set the radio/baro minimums as needed for the approach
737 Descent And Approach,737,44818,0.725555555555556,29,1014,1017,Action (How),Action,set
737 Descent And Approach,737,44818,0.725555555555556,30,1077,1134,Verification (What),Verification,verify the navigation radios and course for the approach
737 Descent And Approach,737,44818,0.725555555555556,31,1135,1189,Action (What),Action,set the autobrake selector to theneeded brake setting
737 Descent And Approach,737,44818,0.725555555555556,32,1135,1138,Action (How),Action,set
737 Descent And Approach,737,44818,0.725555555555556,33,1143,1161,Action (Where),Action,autobrake selector
737 Descent And Approach,737,44818,0.725555555555556,34,1190,1215,Action (What),Action,do the approach briefing
737 Descent And Approach,737,44818,0.725555555555556,35,1216,1241,Action (What),Action,call  descent checklist
737 Descent And Approach,737,44818,0.725555555555556,36,1216,1220,Action (Where),Action,call
737 Descent And Approach,737,44818,0.725555555555556,37,1221,1241,Action (How),Action,descent checklist
737 Descent And Approach,737,44818,0.725555555555556,38,1242,1267,Action (What),Action,do the descent checklist
737 Descent And Approach,737,44818,0.725555555555556,40,1808,1820,Actor,Actor,pilot flying
737 Descent And Approach,737,44818,0.725555555555556,41,1821,1837,Actor,Actor,pilot monitoring
737 Descent And Approach,737,44818,0.725555555555556,42,1838,1872,Action (What),Action,set the passenger signs as needed
737 Descent And Approach,737,44818,0.725555555555556,43,1873,1901,Trigger (What),Trigger,at or above 10000 feet msl
737 Descent And Approach,737,44818,0.725555555555556,44,1885,1896,Trigger (How),Trigger,10000 feet
737 Descent And Approach,737,44818,0.725555555555556,45,1902,1945,Action (What),Action,set thefixed landing light switches toon
737 Descent And Approach,737,44818,0.725555555555556,46,1902,1905,Action (How),Action,set
737 Descent And Approach,737,44818,0.725555555555556,47,1910,1938,Action (Where),Action,fixed landing light switches
737 Descent And Approach,737,44818,0.725555555555556,48,1946,1966,Trigger (What),Trigger,at transition level
737 Descent And Approach,737,44818,0.725555555555556,49,1967,2001,Action (What),Action,set and crosscheck the altimeters
737 Descent And Approach,737,44818,0.725555555555556,50,1990,2001,Action (Where),Action,altimeters
737 Descent And Approach,737,44818,0.725555555555556,51,2002,2056,Action (What),Action,update changes to the arrival and approach as needed
737 Descent And Approach,737,44818,0.725555555555556,52,2057,2096,Action (What),Action,update the approach briefing asneeded
737 Descent And Approach,737,44818,0.725555555555556,53,2097,2123,Action (What),Action,call  approach checklist
737 Descent And Approach,737,44818,0.725555555555556,54,2097,2101,Action (Where),Action,call
737 Descent And Approach,737,44818,0.725555555555556,55,2102,2123,Action (How),Action,approach checklist
737 Descent And Approach,737,44818,0.725555555555556,56,2124,2150,Action (What),Action,do the approach checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,0,84,85,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,1,86,89,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,3,374,430,Action (What),Action,establish communications with ground handling personnel
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,4,431,432,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,5,695,769,Action (What),Action,set or release the parking brake as directed by ground handlingpersonnel
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,6,695,709,Action (How),Action,set or release
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,7,714,727,Action (Where),Action,parking brake
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,8,770,771,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,9,772,808,Trigger (What),Trigger,when pushback or towing is complete:
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,10,809,849,Verification (What),Verification,verify that the tow bar is disconnected
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,11,850,851,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,12,852,910,Verification (What),Verification,verify that the nose gear steering lockout pin is removed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,13,911,912,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,14,913,952,Action (What),Action,system a hydraulic pumps switches - on
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,15,922,946,Action (Where),Action,hydraulic pumps switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,16,953,956,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,18,1009,1049,Action (What),Action,select the secondary engine indications
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,19,1009,1015,Action (How),Action,select
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,20,1050,1053,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,21,1054,1088,Action (What),Action,air conditioning pack switchesoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,22,1054,1084,Action (Where),Action,air conditioning pack switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,23,1089,1092,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,24,1093,1116,Action (What),Action,start sequenceannounce
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,25,1117,1118,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,26,1119,1138,Action (What),Action,call  startengine
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,27,1119,1123,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,28,1124,1138,Action (How),Action,startengine
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,29,1139,1140,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,30,1141,1164,Action (What),Action,engine start switchgrd
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,31,1141,1160,Action (Where),Action,engine start switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,32,1165,1168,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,33,1169,1202,Verification (What),Verification,verify that the n2 rpm increases
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,34,1185,1191,Verification (How),Verification,n2 rpm
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,35,1203,1205,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,36,1206,1209,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,37,1210,1329,Trigger (What),Trigger,when n1 rotation is seen and n2 is at 25% or  if 25% n2 is notpossible  at maximum motoring and a minimum of 20% n2:
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,38,1215,1226,Trigger (How),Trigger,n1 rotation
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,39,1239,1252,Trigger (How),Trigger,n2 is at 25%
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,40,1330,1353,Action (What),Action,engine start leveridle
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,41,1330,1348,Action (Where),Action,engine start lever
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,42,1354,1355,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,43,1356,1394,Action (What),Action,monitor fuel flow and egt indications
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,44,1356,1363,Action (How),Action,monitor
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,45,1395,1400,Actor,Actor,cf/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,46,1401,1411,Trigger (What),Trigger,at 56% n2
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,47,1404,1407,Trigger (How),Trigger,56%
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,48,1412,1461,Verification (What),Verification,verify that the engine start switch moves to off
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,49,1428,1447,Verification (Where),Verification,engine start switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,50,1457,1461,Verification (How),Verification,off
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,51,1462,1506,Decide (What),Decide,if notmove the engine start switch to off
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,52,1507,1510,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,53,1511,1562,Verification (What),Verification,verify that the start valve open alert extinguishes
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,54,1527,1549,Verification (How),Verification,start valve open alert
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,55,1563,1605,Trigger (What),Trigger,when theengine start switch moves to off
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,56,1572,1591,Trigger (Where),Trigger,engine start switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,57,1601,1605,Trigger (How),Trigger,off
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,58,1606,1609,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,59,1799,1822,Action (What),Action,call:  starter cutout
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,60,1799,1804,Action (Where),Action,call:
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,61,1805,1822,Action (How),Action,starter cutout
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,62,1823,1826,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,63,1827,1944,Action (What),Action,monitor n1 n2 egt fuel flow and oil pressure for normal indicationswhile the engine accelerates to a stable idle
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,64,1827,1834,Action (How),Action,monitor
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,65,1945,1951,Actor,Actor,c f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,66,1952,1987,Trigger (What),Trigger,after the engine is stable at idle
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,67,1988,2011,Action (What),Action,start the other engine
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,68,2082,2138,Waiting (What),Waiting,a minimum of 10 seconds is needed between start attempts
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,69,2095,2105,Waiting (How),Waiting,10 seconds
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,70,2248,2325,Action (What),Action,keep a hand on the engine start lever while monitoring rpm egt andfuel flow
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,71,2267,2285,Action (Where),Action,engine start lever
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,72,2326,2338,Waiting (What),Waiting,until stable
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,73,2657,2694,Action (What),Action,do the aborted engine start checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,74,2752,2831,Trigger (What),Trigger,the n1 or n2 does not increase or increases very slowly after the egtincreases
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,75,2756,2764,Trigger (How),Trigger,n1 or n2
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,76,2832,2913,Trigger (What),Trigger,there is no oil pressure indication by the time that the engine is stableat idle
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,77,2841,2867,Trigger (How),Trigger,no oil pressure indication
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,78,2914,2999,Trigger (What),Trigger,the egt does not increase by 10 seconds after the engine start leveris moved to idle
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,79,2918,2953,Trigger (How),Trigger,egt does not increase by 10 seconds
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,80,3000,3048,Trigger (What),Trigger,the egt quickly nears or exceeds the start limit
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,81,3004,3048,Trigger (How),Trigger,egt quickly nears or exceeds the start limit
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,83,3071,3100,Action (What),Action,generator 1 and 2 switcheson
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,84,3071,3097,Action (Where),Action,generator 1 and 2 switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,85,3101,3104,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,86,3105,3127,Action (What),Action,probe heat switcheson
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,87,3105,3124,Action (Where),Action,probe heat switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,88,3128,3131,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,89,3132,3162,Action (What),Action,wing anti-ice switchas needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,90,3132,3152,Action (Where),Action,wing anti-ice switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,91,3163,3166,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,92,3167,3201,Action (What),Action,engine anti-ice switchesas needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,93,3167,3191,Action (Where),Action,engine anti-ice switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,94,3202,3205,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,95,3206,3224,Action (What),Action,pack switchesauto
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,96,3206,3219,Action (Where),Action,pack switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,97,3225,3228,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,98,3229,3256,Action (What),Action,isolation valve switchauto
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,99,3229,3251,Action (Where),Action,isolation valve switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,100,3257,3260,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,101,3261,3285,Action (What),Action,apu bleed air switchoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,102,3261,3281,Action (Where),Action,apu bleed air switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,103,3286,3289,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,104,3479,3493,Action (What),Action,apu switchoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,105,3479,3489,Action (Where),Action,apu switch
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,106,3494,3497,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,107,3498,3524,Action (What),Action,engine start switchescont
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,108,3498,3519,Action (Where),Action,engine start switches
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,109,3525,3528,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,110,3529,3560,Action (What),Action,engine start leversidle detent
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,111,3529,3548,Action (Where),Action,engine start levers
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,112,3561,3562,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,113,3563,3605,Verification (What),Verification,verify that the ground equipment is clear
